race_id,date,distance,track_quality,temperature,horse_id,driver_id,h_age,h_sex,h_win_rate,h_top_3_rate,h_avg_percentile,h_avg_speed,h_best_speed,h_speed_ratio,h_win_rate_l5,h_top_3_rate_l5,h_avg_percentile_l5,h_avg_speed_l5,h_points_l5,h_top3_l3,h_gallop_rate,h_total_prize,h_days_since,dist_diff,d_win_rate,d_top_3_rate,t_win_rate,t_top3_rate,hd_pair_runs,win
18775,2025-12-31,1900.0,0,0.0,7113,138,3,0,0.0,0.5,0.3125,11.521976045440123,11.641443538998836,0.9897377423033066,0.0,0.5,0.3125,11.521976045440123,3,0.5,0.0,40000.0,365,0.0,0.1286654697785757,0.3774187113504887,0.09942135718043135,0.35139400315623354,0,1
18774,2025-12-31,1800.0,0,0.0,7419,28,2,2,0.5,1.0,0.25,10.48938362226784,10.76426264800861,0.9744637385086823,0.5,1.0,0.25,10.48938362226784,8,1.0,0.0,0.0,18,100.0,0.14170908116796144,0.3964639699973212,0.11175337186897881,0.394990366088632,0,1
18774,2025-12-31,1800.0,0,0.0,7344,860,2,0,0.05,0.15,0.5,12.333167188258315,12.818606382842367,1.0,0.05,0.15,0.5,,0,0.0,0.0,0.0,100,100.0,0.15865168539325844,0.42067415730337077,0.1448019801980198,0.43935643564356436,0,0
18776,2025-12-31,1900.0,0,0.0,7144,138,3,1,0.2,0.8,0.8618181818181817,12.304910463018032,12.578616352201259,0.9782403818099336,0.2,0.8,0.8618181818181817,12.304910463018032,14,0.6666666666666666,0.0,400000.0,249,0.0,0.1286654697785757,0.3774187113504887,0.09942135718043135,0.35139400315623354,0,1
18776,2025-12-31,1900.0,0,0.0,7480,23,3,1,0.0,0.0,0.20833333333333334,12.649931958572068,13.071895424836601,0.9780302208627843,0.0,0.0,0.2,12.78470876944816,0,0.0,0.0,464236.0,201,0.0,0.08223240765705042,0.31760582367214885,0.11175337186897881,0.394990366088632,0,0
18776,2025-12-31,1900.0,0,0.0,7192,33,3,1,0.21428571428571427,0.35714285714285715,0.42308802308802307,11.96514264312123,12.453300124533001,0.8932323663517635,0.2,0.4,0.3,11.123690739125324,8,0.6666666666666666,0.4,350000.0,365,0.0,0.10414694186707063,0.3380041658776747,0.10475578406169665,0.35796915167095117,0,0
18776,2025-12-31,1900.0,0,0.0,7371,91,3,1,0.3333333333333333,0.5,0.6466329966329966,12.181123834109366,12.515644555694617,0.9679261532144062,0.4,0.4,0.5981818181818181,12.114219689792318,12,0.3333333333333333,0.0,455000.0,102,0.0,0.09492364836978952,0.32315311597193563,0.09942135718043135,0.35139400315623354,0,0
18776,2025-12-31,1900.0,0,0.0,7125,2139,4,1,0.0,0.3333333333333333,0.4196873496873497,12.132610184464722,12.515644555694617,0.9571730540643987,0.0,0.4,0.2611111111111111,11.979637722958682,4,0.6666666666666666,0.1,395000.0,312,0.0,0.06341463414634146,0.23414634146341465,0.14358974358974358,0.38461538461538464,0,0
18776,2025-12-31,1900.0,0,0.0,7242,2237,3,1,0.0,0.3333333333333333,0.5632034632034633,12.294369520579522,12.853470437017995,0.9496476747567041,0.0,0.6,0.5726984126984127,12.206268313068176,8,0.6666666666666666,0.1,310000.0,365,0.0,0.23404255319148937,0.46808510638297873,0.11627906976744186,0.3905038759689923,0,0
18776,2025-12-31,1900.0,0,0.0,7325,2125,3,0,0.0,0.3,0.29803030303030303,11.956603810626515,12.254901960784315,0.9603925693179413,0.0,0.6,0.32272727272727275,11.769516780857124,8,1.0,0.2,110000.0,213,0.0,0.0223463687150838,0.1452513966480447,0.09942135718043135,0.35139400315623354,0,0
18776,2025-12-31,1900.0,0,0.0,7086,1854,4,2,0.06896551724137931,0.1724137931034483,0.2612977061252923,11.99387252386108,12.674271229404308,0.9142526071842412,0.2,0.2,0.2,11.587485515643106,5,0.3333333333333333,0.5,570000.0,365,0.0,0.03769140164899882,0.15312131919905772,0.0473186119873817,0.14195583596214512,0,0
