tournament_name,match_id,match_name,team1,team1_score,team2,team2_score,total_games,week,patch,date,url
LPL Spring 2023,45566,FPX vs WBG,Funplus Phoenix,0,Weibo Gaming,2,2,WEEK4,13.1,2023-02-06,https://gol.gg/game/stats/45566/page-summary/
LPL Spring 2023,45023,EDG vs RNG,Edward Gaming,2,Royal Never Give Up,0,2,WEEK3,13.1,2023-02-05,https://gol.gg/game/stats/45023/page-summary/
LPL Spring 2023,45020,Rare Atom vs LNG Esports,Rare Atom,0,LNG Esports,2,2,WEEK3,13.1,2023-02-05,https://gol.gg/game/stats/45020/page-summary/
LPL Spring 2023,45017,Top Esports vs NIP,Top Esports,2,Ninjas in Pyjamas,1,3,WEEK3,13.1,2023-02-05,https://gol.gg/game/stats/45017/page-summary/
LPL Spring 2023,45014,BLG vs WBG,Bilibili Gaming,2,Weibo Gaming,1,3,WEEK3,13.1,2023-02-04,https://gol.gg/game/stats/45014/page-summary/
LPL Spring 2023,45011,IG vs TT,Invictus Gaming,1,TT,2,3,WEEK3,13.1,2023-02-04,https://gol.gg/game/stats/45011/page-summary/
LPL Spring 2023,45008,Team WE vs OMG,OMG,2,Team WE,0,2,WEEK3,13.1,2023-02-04,https://gol.gg/game/stats/45008/page-summary/
LPL Spring 2023,45005,Ultra Prime vs FPX,Funplus Phoenix,2,Ultra Prime,1,3,WEEK3,13.1,2023-02-03,https://gol.gg/game/stats/45005/page-summary/
LPL Spring 2023,45002,LGD Gaming vs AL,LGD Gaming,2,Anyone s Legend,1,3,WEEK3,13.1,2023-02-03,https://gol.gg/game/stats/45002/page-summary/
LPL Spring 2023,44999,Top Esports vs Rare Atom,Top Esports,2,Rare Atom,0,2,WEEK3,13.1,2023-02-02,https://gol.gg/game/stats/44999/page-summary/
LPL Spring 2023,44996,NIP vs JD Gaming,Ninjas in Pyjamas,0,JD Gaming,2,2,WEEK3,13.1,2023-02-02,https://gol.gg/game/stats/44996/page-summary/
LPL Spring 2023,44993,LNG Esports vs RNG,Royal Never Give Up,0,LNG Esports,2,2,WEEK3,13.1,2023-02-01,https://gol.gg/game/stats/44993/page-summary/
LPL Spring 2023,44990,IG vs EDG,Invictus Gaming,2,Edward Gaming,0,2,WEEK3,13.1,2023-02-01,https://gol.gg/game/stats/44990/page-summary/
LPL Spring 2023,44987,AL vs Ultra Prime,Anyone s Legend,1,Ultra Prime,2,3,WEEK3,13.1,2023-01-31,https://gol.gg/game/stats/44987/page-summary/
LPL Spring 2023,44984,TT vs Team WE,TT,0,Team WE,2,2,WEEK3,13.1,2023-01-31,https://gol.gg/game/stats/44984/page-summary/
LPL Spring 2023,44981,Rare Atom vs NIP,Rare Atom,2,Ninjas in Pyjamas,0,2,WEEK3,13.1,2023-01-30,https://gol.gg/game/stats/44981/page-summary/
LPL Spring 2023,44978,LGD Gaming vs OMG,LGD Gaming,0,OMG,2,2,WEEK3,13.1,2023-01-30,https://gol.gg/game/stats/44978/page-summary/
LPL Spring 2023,44503,WBG vs Top Esports,Weibo Gaming,2,Top Esports,1,3,WEEK2,13.1,2023-01-18,https://gol.gg/game/stats/44503/page-summary/
LPL Spring 2023,44500,BLG vs FPX,Funplus Phoenix,1,Bilibili Gaming,2,3,WEEK2,13.1,2023-01-18,https://gol.gg/game/stats/44500/page-summary/
LPL Spring 2023,44497,RNG vs IG,Invictus Gaming,2,Royal Never Give Up,0,2,WEEK2,13.1,2023-01-17,https://gol.gg/game/stats/44497/page-summary/
LPL Spring 2023,44494,TT vs LNG Esports,TT,0,LNG Esports,2,2,WEEK2,13.1,2023-01-17,https://gol.gg/game/stats/44494/page-summary/
LPL Spring 2023,44491,Top Esports vs AL,Top Esports,2,Anyone s Legend,0,2,WEEK2,13.1,2023-01-16,https://gol.gg/game/stats/44491/page-summary/
LPL Spring 2023,44488,Team WE vs EDG,Team WE,0,Edward Gaming,2,2,WEEK2,13.1,2023-01-16,https://gol.gg/game/stats/44488/page-summary/
LPL Spring 2023,44486,NIP vs Ultra Prime,Ultra Prime,0,Ninjas in Pyjamas,2,2,WEEK1,13.1,2023-01-15,https://gol.gg/game/stats/44486/page-summary/
LPL Spring 2023,44483,OMG vs RNG,Royal Never Give Up,2,OMG,0,2,WEEK1,13.1,2023-01-15,https://gol.gg/game/stats/44483/page-summary/
LPL Spring 2023,44480,LGD Gaming vs Rare Atom,LGD Gaming,1,Rare Atom,2,3,WEEK1,13.1,2023-01-15,https://gol.gg/game/stats/44480/page-summary/
LPL Spring 2023,44438,BLG vs JD Gaming,Bilibili Gaming,1,JD Gaming,2,3,WEEK1,13.1,2023-01-14,https://gol.gg/game/stats/44438/page-summary/
LPL Spring 2023,44435,AL vs IG,Anyone s Legend,0,Invictus Gaming,2,2,WEEK1,13.1,2023-01-14,https://gol.gg/game/stats/44435/page-summary/
LPL Spring 2023,44432,FPX vs Team WE,Funplus Phoenix,1,Team WE,2,3,WEEK1,13.1,2023-01-14,https://gol.gg/game/stats/44432/page-summary/
LEC Winter 2023,45323,VIT vs XL,Team Vitality,1,Excel Esports,0,1,WEEK3,13.1,2023-02-06,https://gol.gg/game/stats/45323/page-game/
LEC Winter 2023,45322,MAD Lions vs G2 Esports,MAD Lions,1,G2 Esports,0,1,WEEK3,13.1,2023-02-06,https://gol.gg/game/stats/45322/page-game/
LEC Winter 2023,45321,Fnatic vs SK Gaming,SK Gaming,1,Fnatic,0,1,WEEK3,13.1,2023-02-06,https://gol.gg/game/stats/45321/page-game/
LEC Winter 2023,45320,Astralis vs KOI,KOI,1,Astralis,0,1,WEEK3,13.1,2023-02-06,https://gol.gg/game/stats/45320/page-game/
LEC Winter 2023,45319,TH vs Team BDS,Team BDS,1,Team Heretics,0,1,WEEK3,13.1,2023-02-06,https://gol.gg/game/stats/45319/page-game/
LEC Winter 2023,45318,KOI vs G2 Esports,G2 Esports,1,KOI,0,1,WEEK3,13.1,2023-02-05,https://gol.gg/game/stats/45318/page-game/
LEC Winter 2023,45317,Fnatic vs Astralis,Astralis,1,Fnatic,0,1,WEEK3,13.1,2023-02-05,https://gol.gg/game/stats/45317/page-game/
LEC Winter 2023,45316,MAD Lions vs TH,Team Heretics,0,MAD Lions,1,1,WEEK3,13.1,2023-02-05,https://gol.gg/game/stats/45316/page-game/
LEC Winter 2023,45315,VIT vs Team BDS,Team BDS,0,Team Vitality,1,1,WEEK3,13.1,2023-02-05,https://gol.gg/game/stats/45315/page-game/
LEC Winter 2023,45314,SK Gaming vs XL,SK Gaming,1,Excel Esports,0,1,WEEK3,13.1,2023-02-05,https://gol.gg/game/stats/45314/page-game/
LEC Winter 2023,45313,VIT vs KOI,KOI,1,Team Vitality,0,1,WEEK3,13.1,2023-02-04,https://gol.gg/game/stats/45313/page-game/
LEC Winter 2023,45312,Fnatic vs MAD Lions,Fnatic,0,MAD Lions,1,1,WEEK3,13.1,2023-02-04,https://gol.gg/game/stats/45312/page-game/
LEC Winter 2023,45311,Team BDS vs G2 Esports,G2 Esports,1,Team BDS,0,1,WEEK3,13.1,2023-02-04,https://gol.gg/game/stats/45311/page-game/
LEC Winter 2023,45310,TH vs XL,Excel Esports,0,Team Heretics,1,1,WEEK3,13.1,2023-02-04,https://gol.gg/game/stats/45310/page-game/
LEC Winter 2023,45309,SK Gaming vs Astralis,Astralis,1,SK Gaming,0,1,WEEK3,13.1,2023-02-04,https://gol.gg/game/stats/45309/page-game/
LEC Winter 2023,44941,Fnatic vs TH,Fnatic,0,Team Heretics,1,1,WEEK2,13.1,2023-01-30,https://gol.gg/game/stats/44941/page-game/
LEC Winter 2023,44940,G2 Esports vs VIT,G2 Esports,0,Team Vitality,1,1,WEEK2,13.1,2023-01-30,https://gol.gg/game/stats/44940/page-game/
LEC Winter 2023,44939,KOI vs SK Gaming,SK Gaming,1,KOI,0,1,WEEK2,13.1,2023-01-30,https://gol.gg/game/stats/44939/page-game/
LEC Winter 2023,44938,Team BDS vs MAD Lions,Team BDS,1,MAD Lions,0,1,WEEK2,13.1,2023-01-30,https://gol.gg/game/stats/44938/page-game/
LEC Winter 2023,44937,XL vs Astralis,Excel Esports,0,Astralis,1,1,WEEK2,13.1,2023-01-30,https://gol.gg/game/stats/44937/page-game/
LEC Winter 2023,44936,KOI vs MAD Lions,KOI,0,MAD Lions,1,1,WEEK2,13.1,2023-01-29,https://gol.gg/game/stats/44936/page-game/
LEC Winter 2023,44935,Fnatic vs XL,Excel Esports,0,Fnatic,1,1,WEEK2,13.1,2023-01-29,https://gol.gg/game/stats/44935/page-game/
LEC Winter 2023,44934,G2 Esports vs TH,Team Heretics,0,G2 Esports,1,1,WEEK2,13.1,2023-01-29,https://gol.gg/game/stats/44934/page-game/
LEC Winter 2023,44933,SK Gaming vs VIT,Team Vitality,0,SK Gaming,1,1,WEEK2,13.1,2023-01-29,https://gol.gg/game/stats/44933/page-game/
LEC Winter 2023,44932,Astralis vs Team BDS,Astralis,0,Team BDS,1,1,WEEK2,13.1,2023-01-29,https://gol.gg/game/stats/44932/page-game/
LEC Winter 2023,44931,XL vs MAD Lions,MAD Lions,1,Excel Esports,0,1,WEEK2,13.1,2023-01-28,https://gol.gg/game/stats/44931/page-game/
LEC Winter 2023,44930,G2 Esports vs SK Gaming,SK Gaming,1,G2 Esports,0,1,WEEK2,13.1,2023-01-28,https://gol.gg/game/stats/44930/page-game/
LEC Winter 2023,44929,KOI vs TH,Team Heretics,1,KOI,0,1,WEEK2,13.1,2023-01-28,https://gol.gg/game/stats/44929/page-game/
LEC Winter 2023,44928,Fnatic vs Team BDS,Fnatic,0,Team BDS,1,1,WEEK2,13.1,2023-01-28,https://gol.gg/game/stats/44928/page-game/
LEC Winter 2023,44927,Astralis vs VIT,Team Vitality,1,Astralis,0,1,WEEK2,13.1,2023-01-28,https://gol.gg/game/stats/44927/page-game/
LEC Winter 2023,44618,MAD Lions vs VIT,MAD Lions,0,Team Vitality,1,1,WEEK1,13.1,2023-01-23,https://gol.gg/game/stats/44618/page-game/
LEC Winter 2023,44617,Fnatic vs KOI,KOI,0,Fnatic,1,1,WEEK1,13.1,2023-01-23,https://gol.gg/game/stats/44617/page-game/
LEC Winter 2023,44616,G2 Esports vs Astralis,G2 Esports,1,Astralis,0,1,WEEK1,13.1,2023-01-23,https://gol.gg/game/stats/44616/page-game/
LEC Winter 2023,44615,XL vs Team BDS,Team BDS,0,Excel Esports,1,1,WEEK1,13.1,2023-01-23,https://gol.gg/game/stats/44615/page-game/
LEC Winter 2023,44614,SK Gaming vs HTS,Team Heretics,0,SK Gaming,1,1,WEEK1,13.1,2023-01-23,https://gol.gg/game/stats/44614/page-game/
LEC Winter 2023,44613,G2 Esports vs Fnatic,Fnatic,0,G2 Esports,1,1,WEEK1,13.1,2023-01-22,https://gol.gg/game/stats/44613/page-game/
LEC Winter 2023,44612,XL vs KOI,Excel Esports,0,KOI,1,1,WEEK1,13.1,2023-01-22,https://gol.gg/game/stats/44612/page-game/
LEC Winter 2023,44611,VIT vs HTS,Team Vitality,1,Team Heretics,0,1,WEEK1,13.1,2023-01-22,https://gol.gg/game/stats/44611/page-game/
LEC Winter 2023,44610,Astralis vs MAD Lions,Astralis,0,MAD Lions,1,1,WEEK1,13.1,2023-01-22,https://gol.gg/game/stats/44610/page-game/
LEC Winter 2023,44609,SK Gaming vs Team BDS,SK Gaming,0,Team BDS,1,1,WEEK1,13.1,2023-01-22,https://gol.gg/game/stats/44609/page-game/
LEC Winter 2023,44608,Fnatic vs VIT,Team Vitality,1,Fnatic,0,1,WEEK1,13.1,2023-01-21,https://gol.gg/game/stats/44608/page-game/
LEC Winter 2023,44607,SK Gaming vs MAD Lions,MAD Lions,1,SK Gaming,0,1,WEEK1,13.1,2023-01-21,https://gol.gg/game/stats/44607/page-game/
LEC Winter 2023,44606,Astralis vs HTS,Astralis,0,Team Heretics,1,1,WEEK1,13.1,2023-01-21,https://gol.gg/game/stats/44606/page-game/
LEC Winter 2023,44605,KOI vs Team BDS,KOI,1,Team BDS,0,1,WEEK1,13.1,2023-01-21,https://gol.gg/game/stats/44605/page-game/
LEC Winter 2023,44604,G2 Esports vs XL,Excel Esports,0,G2 Esports,1,1,WEEK1,13.1,2023-01-21,https://gol.gg/game/stats/44604/page-game/
LEC Winter Groups 2023,46344,MAD Lions vs Astralis,MAD Lions,2,Astralis,0,2,WEEK2,13.1,2023-02-19,https://gol.gg/game/stats/46344/page-summary/
LEC Winter Groups 2023,46341,VIT vs SK Gaming,Team Vitality,0,SK Gaming,2,2,WEEK2,13.1,2023-02-19,https://gol.gg/game/stats/46341/page-summary/
LEC Winter Groups 2023,46109,Astralis vs Team BDS,Team BDS,1,Astralis,2,3,WEEK2,13.1,2023-02-18,https://gol.gg/game/stats/46109/page-summary/
LEC Winter Groups 2023,46106,TH vs SK Gaming,SK Gaming,2,Team Heretics,0,2,WEEK2,13.1,2023-02-18,https://gol.gg/game/stats/46106/page-summary/
LEC Winter Groups 2023,45947,MAD Lions vs G2 Esports,MAD Lions,0,G2 Esports,2,2,WEEK1,13.1,2023-02-13,https://gol.gg/game/stats/45947/page-summary/
LEC Winter Groups 2023,45944,VIT vs KOI,Team Vitality,0,KOI,2,2,WEEK1,13.1,2023-02-13,https://gol.gg/game/stats/45944/page-summary/
LEC Winter Groups 2023,45742,G2 Esports vs Team BDS,G2 Esports,2,Team BDS,1,3,WEEK1,13.1,2023-02-12,https://gol.gg/game/stats/45742/page-summary/
LEC Winter Groups 2023,45739,MAD Lions vs Astralis,MAD Lions,2,Astralis,1,3,WEEK1,13.1,2023-02-12,https://gol.gg/game/stats/45739/page-summary/
LEC Winter Groups 2023,45736,SK Gaming vs KOI,KOI,2,SK Gaming,0,2,WEEK1,13.1,2023-02-11,https://gol.gg/game/stats/45736/page-summary/
LEC Winter Groups 2023,45733,VIT vs TH,Team Vitality,2,Team Heretics,1,3,WEEK1,13.1,2023-02-11,https://gol.gg/game/stats/45733/page-summary/
LEC Winter Playoffs 2023,46778,G2 Esports vs MAD Lions,G2 Esports,3,MAD Lions,0,3,FINALS,13.1,2023-02-26,https://gol.gg/game/stats/46778/page-summary/
LEC Winter Playoffs 2023,46774,KOI vs MAD Lions,KOI,1,MAD Lions,3,4,ROUND2,13.1,2023-02-25,https://gol.gg/game/stats/46774/page-summary/
LEC Winter Playoffs 2023,46473,SK Gaming vs MAD Lions,MAD Lions,3,SK Gaming,2,5,ROUND1,13.1,2023-02-24,https://gol.gg/game/stats/46473/page-summary/
LEC Winter Playoffs 2023,46347,KOI vs G2 Esports,G2 Esports,3,KOI,1,4,ROUND1,13.1,2023-02-20,https://gol.gg/game/stats/46347/page-summary/
LPL Spring 2023,48090,WBG vs Rare Atom,Weibo Gaming,2,Rare Atom,1,3,WEEK10,13.5,2023-03-26,https://gol.gg/game/stats/48090/page-summary/
LPL Spring 2023,48087,AL vs TT,Anyone s Legend,0,TT,2,2,WEEK10,13.5,2023-03-26,https://gol.gg/game/stats/48087/page-summary/
LPL Spring 2023,48084,Team WE vs NIP,Team WE,2,Ninjas in Pyjamas,1,3,WEEK10,13.5,2023-03-25,https://gol.gg/game/stats/48084/page-summary/
LPL Spring 2023,48081,Ultra Prime vs JD Gaming,JD Gaming,2,Ultra Prime,0,2,WEEK10,13.5,2023-03-25,https://gol.gg/game/stats/48081/page-summary/
LPL Spring 2023,48078,BLG vs OMG,Bilibili Gaming,1,OMG,2,3,WEEK10,13.5,2023-03-25,https://gol.gg/game/stats/48078/page-summary/
LPL Spring 2023,48075,TT vs EDG,TT,0,Edward Gaming,2,2,WEEK10,13.5,2023-03-24,https://gol.gg/game/stats/48075/page-summary/
LPL Spring 2023,48072,LGD Gaming vs LNG Esports,LNG Esports,2,LGD Gaming,0,2,WEEK10,13.5,2023-03-24,https://gol.gg/game/stats/48072/page-summary/
LPL Spring 2023,48069,FPX vs Top Esports,Funplus Phoenix,0,Top Esports,2,2,WEEK10,13.5,2023-03-23,https://gol.gg/game/stats/48069/page-summary/
LPL Spring 2023,48066,Rare Atom vs RNG,Rare Atom,1,Royal Never Give Up,2,3,WEEK10,13.5,2023-03-23,https://gol.gg/game/stats/48066/page-summary/
LPL Spring 2023,48063,IG vs BLG,Invictus Gaming,0,Bilibili Gaming,2,2,WEEK10,13.5,2023-03-22,https://gol.gg/game/stats/48063/page-summary/
LPL Spring 2023,48060,LNG Esports vs Ultra Prime,LNG Esports,2,Ultra Prime,1,3,WEEK10,13.5,2023-03-22,https://gol.gg/game/stats/48060/page-summary/
LPL Spring 2023,48057,Team WE vs WBG,Team WE,1,Weibo Gaming,2,3,WEEK10,13.5,2023-03-21,https://gol.gg/game/stats/48057/page-summary/
LPL Spring 2023,48054,OMG vs Top Esports,OMG,2,Top Esports,1,3,WEEK10,13.5,2023-03-21,https://gol.gg/game/stats/48054/page-summary/
LPL Spring 2023,48051,JD Gaming vs LGD Gaming,JD Gaming,2,LGD Gaming,0,2,WEEK10,13.5,2023-03-20,https://gol.gg/game/stats/48051/page-summary/
LPL Spring 2023,48048,NIP vs RNG,Ninjas in Pyjamas,2,Royal Never Give Up,0,2,WEEK10,13.5,2023-03-20,https://gol.gg/game/stats/48048/page-summary/
LPL Spring 2023,47800,LNG Esports vs IG,LNG Esports,2,Invictus Gaming,1,3,WEEK9,13.5,2023-03-19,https://gol.gg/game/stats/47800/page-summary/
LPL Spring 2023,47797,FPX vs EDG,Funplus Phoenix,2,Edward Gaming,1,3,WEEK9,13.5,2023-03-19,https://gol.gg/game/stats/47797/page-summary/
LPL Spring 2023,47794,Top Esports vs BLG,Top Esports,0,Bilibili Gaming,2,2,WEEK9,13.5,2023-03-18,https://gol.gg/game/stats/47794/page-summary/
LPL Spring 2023,47791,Rare Atom vs JD Gaming,Rare Atom,0,JD Gaming,2,2,WEEK9,13.5,2023-03-18,https://gol.gg/game/stats/47791/page-summary/
LPL Spring 2023,47788,WBG vs NIP,Weibo Gaming,2,Ninjas in Pyjamas,0,2,WEEK9,13.5,2023-03-18,https://gol.gg/game/stats/47788/page-summary/
LPL Spring 2023,47785,EDG vs OMG,Edward Gaming,2,OMG,1,3,WEEK9,13.5,2023-03-17,https://gol.gg/game/stats/47785/page-summary/
LPL Spring 2023,47782,AL vs FPX,Anyone s Legend,2,Funplus Phoenix,0,2,WEEK9,13.5,2023-03-17,https://gol.gg/game/stats/47782/page-summary/
LPL Spring 2023,47779,RNG vs Ultra Prime,Royal Never Give Up,2,Ultra Prime,0,2,WEEK9,13.5,2023-03-16,https://gol.gg/game/stats/47779/page-summary/
LPL Spring 2023,47776,Team WE vs LGD Gaming,Team WE,2,LGD Gaming,1,3,WEEK9,13.5,2023-03-16,https://gol.gg/game/stats/47776/page-summary/
LPL Spring 2023,47773,LNG Esports vs AL,Anyone s Legend,1,LNG Esports,2,3,WEEK9,13.5,2023-03-15,https://gol.gg/game/stats/47773/page-summary/
LPL Spring 2023,47770,TT vs Top Esports,TT,2,Top Esports,1,3,WEEK9,13.5,2023-03-15,https://gol.gg/game/stats/47770/page-summary/
LPL Spring 2023,47767,NIP vs IG,Ninjas in Pyjamas,2,Invictus Gaming,1,3,WEEK9,13.4,2023-03-14,https://gol.gg/game/stats/47767/page-summary/
LPL Spring 2023,47764,Rare Atom vs Ultra Prime,Rare Atom,2,Ultra Prime,0,2,WEEK9,13.4,2023-03-14,https://gol.gg/game/stats/47764/page-summary/
LPL Spring 2023,47761,BLG vs TT,Bilibili Gaming,2,TT,0,2,WEEK9,13.4,2023-03-13,https://gol.gg/game/stats/47761/page-summary/
LPL Spring 2023,47758,WBG vs OMG,Weibo Gaming,2,OMG,0,2,WEEK9,13.4,2023-03-13,https://gol.gg/game/stats/47758/page-summary/
LPL Spring 2023,47204,LNG Esports vs JD Gaming,LNG Esports,1,JD Gaming,2,3,WEEK8,13.4,2023-03-12,https://gol.gg/game/stats/47204/page-summary/
LPL Spring 2023,47201,FPX vs Rare Atom,Funplus Phoenix,2,Rare Atom,0,2,WEEK8,13.4,2023-03-12,https://gol.gg/game/stats/47201/page-summary/
LPL Spring 2023,47198,AL vs EDG,Anyone s Legend,0,Edward Gaming,2,2,WEEK8,13.4,2023-03-12,https://gol.gg/game/stats/47198/page-summary/
LPL Spring 2023,47195,WBG vs RNG,Weibo Gaming,1,Royal Never Give Up,2,3,WEEK8,13.4,2023-03-11,https://gol.gg/game/stats/47195/page-summary/
LPL Spring 2023,47192,LGD Gaming vs Top Esports,Top Esports,0,LGD Gaming,2,2,WEEK8,13.4,2023-03-11,https://gol.gg/game/stats/47192/page-summary/
LPL Spring 2023,47189,IG vs Team WE,Invictus Gaming,0,Team WE,2,2,WEEK8,13.4,2023-03-11,https://gol.gg/game/stats/47189/page-summary/
LPL Spring 2023,47186,FPX vs OMG,Funplus Phoenix,1,OMG,2,3,WEEK8,13.4,2023-03-10,https://gol.gg/game/stats/47186/page-summary/
LPL Spring 2023,47183,NIP vs BLG,Ninjas in Pyjamas,0,Bilibili Gaming,2,2,WEEK8,13.4,2023-03-10,https://gol.gg/game/stats/47183/page-summary/
LPL Spring 2023,47180,JD Gaming vs TT,JD Gaming,2,TT,0,2,WEEK8,13.4,2023-03-09,https://gol.gg/game/stats/47180/page-summary/
LPL Spring 2023,47177,EDG vs LGD Gaming,Edward Gaming,2,LGD Gaming,1,3,WEEK8,13.4,2023-03-09,https://gol.gg/game/stats/47177/page-summary/
LPL Spring 2023,47174,Ultra Prime vs Team WE,Ultra Prime,0,Team WE,2,2,WEEK8,13.4,2023-03-08,https://gol.gg/game/stats/47174/page-summary/
LPL Spring 2023,47171,OMG vs AL,OMG,2,Anyone s Legend,1,3,WEEK8,13.4,2023-03-08,https://gol.gg/game/stats/47171/page-summary/
LPL Spring 2023,47168,Top Esports vs LNG Esports,Top Esports,0,LNG Esports,2,2,WEEK8,13.4,2023-03-07,https://gol.gg/game/stats/47168/page-summary/
LPL Spring 2023,47165,EDG vs WBG,Edward Gaming,2,Weibo Gaming,1,3,WEEK8,13.4,2023-03-07,https://gol.gg/game/stats/47165/page-summary/
LPL Spring 2023,47162,RNG vs BLG,Royal Never Give Up,1,Bilibili Gaming,2,3,WEEK8,13.4,2023-03-06,https://gol.gg/game/stats/47162/page-summary/
LPL Spring 2023,47159,TT vs Rare Atom,TT,2,Rare Atom,0,2,WEEK8,13.4,2023-03-06,https://gol.gg/game/stats/47159/page-summary/
LPL Spring 2023,46855,NIP vs FPX,Ninjas in Pyjamas,0,Funplus Phoenix,2,2,WEEK7,13.4,2023-03-05,https://gol.gg/game/stats/46855/page-summary/
LPL Spring 2023,46852,JD Gaming vs OMG,JD Gaming,1,OMG,2,3,WEEK7,13.4,2023-03-05,https://gol.gg/game/stats/46852/page-summary/
LPL Spring 2023,46849,IG vs Ultra Prime,Invictus Gaming,2,Ultra Prime,0,2,WEEK7,13.4,2023-03-05,https://gol.gg/game/stats/46849/page-summary/
LPL Spring 2023,46846,EDG vs LNG Esports,Edward Gaming,2,LNG Esports,0,2,WEEK7,13.4,2023-03-04,https://gol.gg/game/stats/46846/page-summary/
LPL Spring 2023,46843,Top Esports vs RNG,Top Esports,2,Royal Never Give Up,0,2,WEEK7,13.4,2023-03-04,https://gol.gg/game/stats/46843/page-summary/
LPL Spring 2023,46840,WBG vs AL,Weibo Gaming,2,Anyone s Legend,0,2,WEEK7,13.4,2023-03-04,https://gol.gg/game/stats/46840/page-summary/
LPL Spring 2023,46837,BLG vs LGD Gaming,Bilibili Gaming,1,LGD Gaming,2,3,WEEK7,13.4,2023-03-03,https://gol.gg/game/stats/46837/page-summary/
LPL Spring 2023,46834,Rare Atom vs IG,Rare Atom,0,Invictus Gaming,2,2,WEEK7,13.4,2023-03-03,https://gol.gg/game/stats/46834/page-summary/
LPL Spring 2023,46831,JD Gaming vs Team WE,JD Gaming,2,Team WE,0,2,WEEK7,13.4,2023-03-02,https://gol.gg/game/stats/46831/page-summary/
LPL Spring 2023,46828,FPX vs TT,Funplus Phoenix,1,TT,2,3,WEEK7,13.4,2023-03-02,https://gol.gg/game/stats/46828/page-summary/
LPL Spring 2023,46825,LGD Gaming vs WBG,Weibo Gaming,2,LGD Gaming,0,2,WEEK7,13.3,2023-03-01,https://gol.gg/game/stats/46825/page-summary/
LPL Spring 2023,46822,OMG vs NIP,OMG,2,Ninjas in Pyjamas,1,3,WEEK7,13.3,2023-03-01,https://gol.gg/game/stats/46822/page-summary/
LPL Spring 2023,46819,Team WE vs Top Esports,Top Esports,2,Team WE,0,2,WEEK7,13.3,2023-02-28,https://gol.gg/game/stats/46819/page-summary/
LPL Spring 2023,46816,RNG vs AL,Royal Never Give Up,1,Anyone s Legend,2,3,WEEK7,13.3,2023-02-28,https://gol.gg/game/stats/46816/page-summary/
LPL Spring 2023,46813,Ultra Prime vs BLG,Ultra Prime,0,Bilibili Gaming,2,2,WEEK7,13.3,2023-02-27,https://gol.gg/game/stats/46813/page-summary/
LPL Spring 2023,46810,EDG vs Rare Atom,Edward Gaming,2,Rare Atom,1,3,WEEK7,13.3,2023-02-27,https://gol.gg/game/stats/46810/page-summary/
LPL Spring 2023,46460,WBG vs LNG Esports,Weibo Gaming,0,LNG Esports,2,2,WEEK6,13.3,2023-02-26,https://gol.gg/game/stats/46460/page-summary/
LPL Spring 2023,46457,OMG vs IG,OMG,2,Invictus Gaming,0,2,WEEK6,13.3,2023-02-26,https://gol.gg/game/stats/46457/page-summary/
LPL Spring 2023,46454,FPX vs LGD Gaming,Funplus Phoenix,1,LGD Gaming,2,3,WEEK6,13.3,2023-02-26,https://gol.gg/game/stats/46454/page-summary/
LPL Spring 2023,46451,JD Gaming vs Top Esports,JD Gaming,2,Top Esports,0,2,WEEK6,13.3,2023-02-25,https://gol.gg/game/stats/46451/page-summary/
LPL Spring 2023,46448,Ultra Prime vs EDG,Ultra Prime,0,Edward Gaming,2,2,WEEK6,13.3,2023-02-25,https://gol.gg/game/stats/46448/page-summary/
LPL Spring 2023,46445,RNG vs TT,Royal Never Give Up,2,TT,0,2,WEEK6,13.3,2023-02-25,https://gol.gg/game/stats/46445/page-summary/
LPL Spring 2023,46442,Team WE vs Rare Atom,Team WE,2,Rare Atom,1,3,WEEK6,13.3,2023-02-24,https://gol.gg/game/stats/46442/page-summary/
LPL Spring 2023,46439,NIP vs AL,Anyone s Legend,1,Ninjas in Pyjamas,2,3,WEEK6,13.3,2023-02-24,https://gol.gg/game/stats/46439/page-summary/
LPL Spring 2023,46436,LNG Esports vs BLG,LNG Esports,2,Bilibili Gaming,1,3,WEEK6,13.3,2023-02-22,https://gol.gg/game/stats/46436/page-summary/
LPL Spring 2023,46433,JD Gaming vs FPX,JD Gaming,2,Funplus Phoenix,0,2,WEEK6,13.3,2023-02-22,https://gol.gg/game/stats/46433/page-summary/
LPL Spring 2023,46430,WBG vs IG,Weibo Gaming,2,Invictus Gaming,0,2,WEEK6,13.1,2023-02-21,https://gol.gg/game/stats/46430/page-summary/
LPL Spring 2023,46427,OMG vs Ultra Prime,OMG,1,Ultra Prime,2,3,WEEK6,13.1,2023-02-21,https://gol.gg/game/stats/46427/page-summary/
LPL Spring 2023,46424,LGD Gaming vs RNG,LGD Gaming,0,Royal Never Give Up,2,2,WEEK6,13.1,2023-02-20,https://gol.gg/game/stats/46424/page-summary/
LPL Spring 2023,46421,NIP vs TT,Ninjas in Pyjamas,0,TT,2,2,WEEK6,13.1,2023-02-20,https://gol.gg/game/stats/46421/page-summary/
LPL Spring 2023,46018,EDG vs Top Esports,Edward Gaming,1,Top Esports,2,3,WEEK5,13.1,2023-02-19,https://gol.gg/game/stats/46018/page-summary/
